id,lat,lon
26363614,51.2207213,3.2320263
26363616,51.209294,3.214024
26363617,51.2017249,3.2178941
26363619,51.2077155,3.213428
26363620,51.2120721,3.2280446
26363622,51.2183566,3.2293812
26363625,51.2123237,3.22276
26363626,51.2111194,3.2288379
26363628,51.2010166,3.2146704
26363630,51.209523,3.2260671
26363632,51.2107051,3.2203903
26363634,51.2129352,3.2244457
26363638,51.211419,3.2228966
26363639,51.2198738,3.2300644
26363640,51.2036459,3.2134205
26363641,51.2108002,3.2251154
26363642,51.2089541,3.213334
26363643,51.2061184,3.2126619
26363645,51.2109356,3.2107745
26363651,51.2052625,3.2127014
26363653,51.2206701,3.2239549
26363654,51.2021414,3.2137363
26363656,51.2215171,3.2264779
26363657,51.2167659,3.2283293
26363660,51.2091139,3.2278842
26363662,51.2100396,3.2255099
26363663,51.2029342,3.2137196
26363667,51.2105158,3.225132
26363668,51.2095581,3.213945
26363669,51.2130288,3.2247511
26363671,51.2031307,3.2176558
26363672,51.2155718,3.2287346
26363673,51.2076506,3.213415
26363674,51.220628,3.2318164
26363675,51.2070749,3.2130579
26363676,51.2083155,3.2133403
26363677,51.2107714,3.2205311
26363679,51.2109076,3.2251282
26363680,51.2094321,3.2223864
26363682,51.2094591,3.2254898
26363686,51.2114113,3.2207362
26363687,51.2148728,3.2164978
26363693,51.2091485,3.2133986
26363694,51.2065598,3.2128437
26363696,51.2177252,3.2289296
26363699,51.2196961,3.2299535
26363701,51.2177776,3.2195368
26363702,51.2057752,3.2123821
26363707,51.1997684,3.2178217
26363709,51.2133373,3.218182
26363711,51.2126341,3.2261789
26363716,51.2020885,3.2137935
26363718,51.2216112,3.2265921
26363723,51.2078064,3.2133371
26363726,51.2202414,3.2307765
26363727,51.2128924,3.2217866
26363728,51.2073909,3.2131943
26363732,51.2175511,3.2287328
26363733,51.2191483,3.2211687
26363734,51.20851,3.2133755
26363738,51.21018,3.2213062
26363741,51.214242,3.2215674
26363743,51.2103713,3.2201088
26363749,51.2091889,3.2134737
26363753,51.2000429,3.2176534
26363754,51.2129981,3.224571
26363756,51.2140968,3.2152987
26363757,51.2041341,3.2132167
26363761,51.2194106,3.2297803
26363762,51.2132929,3.2250263
26363764,51.2077934,3.2131943
26363768,51.211307,3.22407
26363769,51.20152,3.214433
26363772,51.2153901,3.2287958
26363775,51.2102602,3.2263324
26363778,51.2101543,3.2290214
26363781,51.2097976,3.2132664
26363784,51.2210674,3.225477
26363789,51.220026,3.2301734
26363790,51.2112095,3.2254673
26363791,51.2075207,3.2133371
26363793,51.2008383,3.2177763
26363799,51.2107339,3.2209893
26363802,51.2186495,3.229469
26363809,51.2124631,3.2223932
26363810,51.2199772,3.2301236
26363812,51.2107837,3.2139762
26363813,51.2092505,3.2136332
26363814,51.2112156,3.2210739
26363815,51.2158045,3.2286506
26363816,51.2006284,3.2177494
26364277,51.208757,3.2133548
26364278,51.2106014,3.2256465
26364280,51.2145764,3.2155943
26364281,51.2117436,3.2236846
26364283,51.2125691,3.2221344
32002202,51.2227371,3.2272447
33824884,51.2077965,3.2206247
81521337,51.1980052,3.2289399
81521339,51.1977718,3.2284836
81521348,51.1977228,3.2207068
81521350,51.198475,3.2197657
81521351,51.199347,3.219092
81521353,51.2000799,3.2187153
81521354,51.2006823,3.2185031
81521356,51.2023339,3.2181487
109922925,51.2071633,3.2349311
109928577,51.2070955,3.2343737
109928578,51.2072607,3.2348094
109928580,51.2080387,3.2360851
109928606,51.2048925,3.236311
109928608,51.205756,3.2355287
109928610,51.2046452,3.2365567
109933426,51.2066831,3.2358222
109936405,51.2063285,3.2334807
109940668,51.2086333,3.2353512
109940669,51.2093454,3.2346195
109940670,51.20981,3.23416
109942682,51.2072597,3.2379671
109942683,51.2070655,3.2376925
109942684,51.2059792,3.2360037
109942686,51.2059222,3.2360586
109948760,51.2076242,3.2389881
109948761,51.207984,3.2393554
109948762,51.2087153,3.2401715
109948763,51.2090187,3.2402932
109948765,51.2093184,3.24039
109948766,51.2098519,3.2404611
109948767,51.2101236,3.2404995
109948768,51.2108668,3.2403688
109948769,51.211289,3.24024
109948772,51.2119299,3.240041
109948773,51.2122637,3.2399568
109992180,51.2069897,3.2349725
109992183,51.2061941,3.2357218
109992186,51.2058774,3.2360145
109992190,51.205284,3.2368963
109993747,51.2054835,3.2370409
109993748,51.2060171,3.2375741
109993750,51.2065044,3.2380507
109993811,51.2054711,3.2366039
109993812,51.2054338,3.2369121
109995664,51.2072334,3.2347366
109997755,51.2065677,3.2384253
109997756,51.207174,3.2389618
109997757,51.207727,3.2395196
109997759,51.2080666,3.2400004
109997760,51.2087657,3.240378
109997762,51.2096471,3.2405935
109997763,51.2109291,3.2405617
109997765,51.2121218,3.2401493
109997767,51.2123917,3.2400545
109997776,51.2126029,3.2403466
109998180,51.2060958,3.2378644
110000988,51.2052917,3.2369656
110005507,51.2137978,3.23936
110005509,51.2142301,3.2390922
110005510,51.2155394,3.2383708
110005511,51.2163207,3.2377282
110005512,51.2175045,3.236761
110005513,51.218444,3.2359986
110005514,51.2194498,3.2349517
110005515,51.2203246,3.2342461
110005522,51.2208923,3.2339248
110005523,51.2209524,3.2340865
113542563,51.2011843,3.2311525
113542564,51.201901,3.2303368
113542565,51.2026228,3.22986
113542820,51.2026533,3.2288242
113543202,51.2044858,3.2318559
113543537,51.203995,3.232095
113543539,51.2036449,3.2329368
113544201,51.1998565,3.2292394
113544657,51.2026029,3.233609
113544659,51.2028547,3.2338614
117321015,51.2017955,3.2115899
117331470,51.2005817,3.2182965
117331472,51.2006425,3.217963
117331473,51.200575,3.2177288
117331475,51.2003614,3.217574
117331476,51.2001492,3.2177353
117331479,51.2000948,3.2180938
117331480,51.2002251,3.2183954
117331481,51.2003287,3.2184539
117336483,51.2005828,3.2175078
117336486,51.2003443,3.2171481
117336488,51.2001258,3.2166715
117339278,51.1995321,3.2151663
117339280,51.2001047,3.2165927
117340549,51.200125,3.2170348
117341359,51.1999364,3.2179919
117345443,51.1996049,3.2189339
117345814,51.1998914,3.2185933
117347144,51.2005378,3.2184647
124039635,51.196081,3.214248
124045218,51.2094279,3.2069634
124046774,51.2147951,3.2085439
124046775,51.2161534,3.2095
124046777,51.2164237,3.2097318
124046778,51.216777,3.2101928
124046779,51.2172908,3.2109966
124046781,51.2177326,3.2117971
124048140,51.2196916,3.2120556
124048142,51.2198312,3.2129422
124048143,51.2199544,3.2137206
124048144,51.2201933,3.2149465
124048145,51.2206502,3.2168761
124048146,51.2210827,3.2183172
124048147,51.2216536,3.219893
124049716,51.2217191,3.2200686
124050018,51.2208957,3.221768
124051245,51.2205348,3.2216478
124051247,51.2199871,3.2210492
124053150,51.2200985,3.2201039
124053152,51.2200926,3.2197425
124053154,51.2200536,3.2193529
124053157,51.2198678,3.2184221
124053162,51.2193125,3.2161591
124053165,51.2187857,3.2143485
124053167,51.2182156,3.2127473
124053168,51.2178427,3.2119198
124054767,51.2198823,3.2190018
124054769,51.2199784,3.2195681
124054772,51.2199112,3.2209435
131909649,51.1992934,3.2302803
131913801,51.2203374,3.2311131
131914187,51.2205774,3.2307366
131914189,51.2207648,3.2295373
131914190,51.2209513,3.2278556
131914193,51.2210126,3.2269793
131915089,51.2213584,3.2256883
131915090,51.2214264,3.2253167
131915092,51.2212998,3.2245376
131915093,51.2212756,3.2234453
131915095,51.2216385,3.2220732
131916365,51.2205494,3.2183219
131916367,51.2200507,3.2164127
131916368,51.2195984,3.2148188
131916370,51.2194986,3.2142735
131916372,51.2193649,3.2130215
131916374,51.2193853,3.2128824
131916376,51.2192433,3.2116211
131916378,51.2191267,3.2113932
131918894,51.2111894,3.2130248
144293088,51.203963,3.2154953
144293090,51.2034488,3.2138478
144294421,51.2005861,3.2155399
144294422,51.2002667,3.2157122
144294459,51.2029675,3.2141268
144294461,51.2019951,3.2146721
144295590,51.2014435,3.2158554
144295592,51.2023469,3.2159777
144295594,51.2033548,3.2164362
144296222,51.206688,3.21925
144296499,51.2061534,3.2193397
144297716,51.2085095,3.2233871
144297719,51.2084894,3.2226654
144297720,51.2083008,3.221679
183385204,51.2158111,3.2150865
183385852,51.2158029,3.2152451
183385853,51.215009,3.2148086
183385865,51.2122352,3.2133724
183386335,51.2119693,3.2143358
183386336,51.2117842,3.2144153
183408992,51.2215268,3.2347618
183415519,51.2030782,3.2208905
183415521,51.2037756,3.2207798
183415523,51.2039889,3.2207842
183415524,51.2044785,3.2205915
187058607,51.1933307,3.2361862
187061481,51.2021888,3.2373165
187061483,51.2011167,3.2373419
187061484,51.2003031,3.2381997
187061486,51.1997722,3.2390585
187061488,51.198926,3.2401
187061490,51.1987603,3.2405175
187061677,51.2022402,3.2368079
187062915,51.2017356,3.240931
187062917,51.2020476,3.2387938
187062989,51.1999972,3.2386939
187063336,51.2004583,3.2398003
187063337,51.2008351,3.2409692
187064138,51.2011483,3.2407413
187064140,51.2012859,3.2406933
187064539,51.1975617,3.2356167
187064540,51.1984442,3.2364229
187064779,51.1988066,3.2398135
187067646,51.1987756,3.2265139
187067647,51.1988767,3.2270165
187067648,51.1990522,3.2276985
187067650,51.1995201,3.2289177
187067651,51.1998195,3.2293072
187067652,51.2004169,3.2301166
187067653,51.2009457,3.2307935
187067655,51.2019331,3.232649
187067656,51.202351,3.2333277
187067657,51.2031169,3.2344067
207910603,51.2211849,3.2348428
207911195,51.2211578,3.2349776
207913624,51.2210162,3.2368027
207913625,51.2211846,3.2379621
207913626,51.2213331,3.2396539
207913632,51.2217701,3.2434736
207913636,51.2223731,3.2476424
207913643,51.2233344,3.2545675
249092047,51.2183341,3.2201829
249092241,51.2148833,3.2158126
249092387,51.211762,3.206387
250585806,51.2039938,3.217677
251008892,51.199895,3.2156572
251008960,51.2023932,3.2143883
251008961,51.2034346,3.2137938
251008963,51.2047701,3.212994
251008965,51.2060727,3.2132386
251008966,51.2066768,3.2133401
251008967,51.2079111,3.213594
251008968,51.2089277,3.2138045
251008969,51.2095519,3.213656
251009421,51.2160215,3.2154273
251009422,51.2162856,3.215841
251009423,51.2165222,3.2162959
251009424,51.2168609,3.2168281
251009425,51.2174195,3.2175875
251009426,51.2181276,3.2185467
251009427,51.2186081,3.219197
251009428,51.2190289,3.2197647
251009429,51.219436,3.2203471
251009750,51.2205888,3.2220373
251009751,51.2202782,3.2221206
251009752,51.2207541,3.2235341
251009754,51.2208198,3.2240258
251009755,51.2211352,3.2245086
251009756,51.2213727,3.2253969
251009758,51.2214775,3.2260018
251009759,51.2214032,3.2263087
251009760,51.2212853,3.2266717
256261967,51.2107001,3.2414211
256261974,51.2108576,3.2429715
256315707,51.2011054,3.2440729
262550785,51.203937,3.2197691
262550786,51.2003385,3.220172
262550787,51.2003902,3.2206945
262550943,51.1998197,3.223489
262555152,51.2089358,3.2145355
262555153,51.2084887,3.2150703
262555154,51.2074069,3.2160554
262555155,51.2058952,3.2169121
262555331,51.2039517,3.2175837
262555518,51.2047882,3.2130679
262555628,51.2077896,3.2136362
262555629,51.2092114,3.2139161
262556627,51.2074398,3.2161826
262574012,51.2085179,3.2248356
271927352,51.2210328,3.2267095
271927353,51.2201448,3.226708
271927354,51.2189359,3.2254807
271927355,51.2184148,3.2246268
271927356,51.2180738,3.2242167
271927358,51.2175558,3.2238625
271927359,51.2163713,3.2232485
271927360,51.2156657,3.2226265
271927429,51.214776,3.2252027
271927870,51.2132736,3.2308666
271927945,51.2131838,3.2310266
271928471,51.2133172,3.2312951
271928472,51.2134746,3.2316491
271928598,51.2132241,3.2318341
271928599,51.2129328,3.2325094
271928600,51.2127364,3.2329776
271928601,51.2124305,3.2327583
271928615,51.2106647,3.2323109
271928616,51.2107758,3.2314218
271928617,51.2120017,3.231642
271928618,51.211806,3.2317011
271928619,51.2114715,3.2308362
271928695,51.208502,3.2318311
271928696,51.2071952,3.2290689
271928703,51.2088478,3.2313062
271928915,51.2067116,3.2298554
271928916,51.2060621,3.2306139
271928917,51.2058044,3.2309893
271928919,51.2048766,3.231747
271928929,51.2033028,3.2338829
271928930,51.2026667,3.2324332
271928931,51.2025688,3.2313295
271928949,51.2045227,3.2359189
271928950,51.2040076,3.2353201
271928951,51.2034551,3.2346303
271928962,51.205481,3.2338461
271928964,51.2048273,3.2343311
271928965,51.2047796,3.2346029
271928966,51.2046725,3.2351744
271929150,51.2026547,3.2287111
271929152,51.2026728,3.2273622
271929153,51.2027855,3.2262835
271929293,51.2021232,3.228749
271929294,51.2015119,3.2288377
271929296,51.2008499,3.228988
271929297,51.2004851,3.2290974
271929298,51.199988,3.2289949
271929325,51.2007513,3.2304441
271929373,51.2011955,3.2299614
271929509,51.2009712,3.2294232
271930116,51.2191515,3.2268702
271930118,51.2187412,3.2269482
271930120,51.2174158,3.2285783
271930991,51.1982473,3.22592
271931744,51.2028279,3.2370506
271931746,51.2036383,3.2375429
271931748,51.2044186,3.2382929
271931756,51.2067479,3.2403942
271931758,51.2075518,3.2411961
283179693,51.2045291,3.2219928
283179697,51.2044676,3.2208214
283179698,51.2045096,3.2208074
289032483,51.2031359,3.234263
289034169,51.2093477,3.241415
298086483,51.2103934,3.2117503
298086485,51.209644,3.2116931
298086488,51.208978,3.2109803
298086489,51.2081159,3.2115873
298086490,51.2079639,3.2115551
298086492,51.2073274,3.2109842
298086493,51.2071358,3.2105901
298086494,51.2069403,3.2101864
298086769,51.2177554,3.2278756
298086980,51.2147269,3.2287639
305205177,51.2025554,3.2309116
305205216,51.2034035,3.230622
305205217,51.203577,3.230552
305205218,51.2042342,3.2299618
305205265,51.204869,3.2322408
305205266,51.2058097,3.23302
305206353,51.20652,3.2290926
305206582,51.206825,3.2296607
305207022,51.207819,3.2302344
305207023,51.2065225,3.2318583
305207175,51.2066646,3.2288567
305208181,51.2068947,3.2284945
305433152,51.1988631,3.2194296
305434010,51.2012856,3.2208095
305434267,51.2013111,3.2200995
305434349,51.2030591,3.2199741
305434446,51.2033593,3.220837
305434479,51.2034099,3.2198783
305434498,51.203648,3.2207831
305434546,51.2036718,3.2198203
305435357,51.2050096,3.2256702
305435420,51.2051548,3.2260768
305435421,51.2057202,3.2253546
305436001,51.206015,3.233181
305436021,51.2065488,3.2336794
305436494,51.2058514,3.2347237
305436495,51.2054891,3.2350845
305436498,51.2051648,3.235133
305436499,51.2047456,3.2351785
305437109,51.2077501,3.231415
305437110,51.208188,3.2322886
305438219,51.2085518,3.2305641
305438220,51.2081281,3.2310075
305438461,51.2067732,3.2339259
305438466,51.2072047,3.2333299
305438511,51.2068726,3.2326328
305439672,51.2082274,3.233296
305439675,51.2087148,3.2324918
305439678,51.2089287,3.2321874
305439934,51.2091166,3.231946
305440107,51.2093909,3.2311505
305442396,51.209987,3.2345358
305442457,51.2094945,3.2354705
305442458,51.2088339,3.2361711
305442459,51.2080992,3.2377636
305442681,51.2104274,3.2352908
305442863,51.2096403,3.2366621
305442864,51.2093456,3.2374767
305442865,51.2090974,3.2384761
305443049,51.208564,3.2366781
305443399,51.210589,3.2356406
305443505,51.2101499,3.2365595
305443507,51.2096898,3.2377126
305443509,51.209384,3.2387199
305443516,51.2108076,3.2360153
305443592,51.2104074,3.2368442
305443593,51.210019,3.2377734
305443594,51.2096825,3.238992
305443595,51.2095278,3.2396055
305443738,51.2089543,3.2391798
305443792,51.2091379,3.2392787
305443795,51.2093656,3.2394982
305443838,51.2098163,3.2398226
305443839,51.2102525,3.2398791
305443840,51.2102118,3.2405157
305443857,51.2097016,3.2404351
305444351,51.2106211,3.2370663
305444352,51.2110753,3.2363586
305444531,51.2062845,3.2292317
305444537,51.2066019,3.229253
305444681,51.2063712,3.2295228
305444682,51.2061752,3.2298056
305444683,51.2061417,3.2297875
305444684,51.2059689,3.229995
305444685,51.2060149,3.2302968
305444686,51.2061279,3.2305312
305444692,51.2057936,3.2305521
305444693,51.2059343,3.230863
305444745,51.2056408,3.2307263
305444746,51.2054451,3.2302769
305444748,51.2055448,3.2301729
310383416,51.2053033,3.2147135
310383418,51.2047241,3.2151971
310383481,51.2041789,3.2134286
310383492,51.2072393,3.2172442
310383493,51.206961,3.2170908
310383521,51.207251,3.2170109
310383522,51.207351,3.2169189
310383523,51.2076783,3.2166159
310383535,51.2075014,3.2161335
310383576,51.208263,3.2154694
310383743,51.2083307,3.2158736
310383745,51.2089829,3.2157495
310383760,51.2090272,3.2160299
310383761,51.2092374,3.2167779
310383773,51.2094684,3.2165947
310383774,51.2097473,3.216397
310383832,51.209997,3.2171343
310383833,51.2105295,3.2184553
310383834,51.2108154,3.2190547
310383835,51.211612,3.2203958
310384182,51.213188,3.2245514
310384183,51.2133002,3.2244566
